Point in Time[s],Response Time[s]
1.850029483,1.850029483
3.700058966,3.700058966
5.550088449,5.550088449
7.400117932,7.400117932
9.250147415,9.250147415
11.100176898,8.250147415
12.950206381,8.250147414999999
14.800235864,8.250147414999999
16.650265347,8.250147415
18.50029483,8.250147415
20.350324313,8.250147415
22.200353796,8.250147415000002
24.050383279,8.250147414999999
25.900412762,8.250147414999997
27.750442245,8.250147414999997
29.600471728,8.250147414999997
31.450501211,8.250147414999997
33.300530694,8.250147415000004
35.150560177,8.250147415000004
37.00058966,8.250147415000004
38.850619143,8.250147415000004
40.700648626,8.250147415
42.550678109,8.250147415
44.400707592,8.250147415
46.250737075,8.250147415
48.100766558,8.250147414999994
49.950796041,8.250147414999994
51.800825524,8.250147414999994
53.650855007,8.250147414999994
55.50088449,8.250147414999994
57.350913973,8.250147415
59.200943456,8.250147415
61.050972939,8.250147415
62.901002422,8.250147415
64.751031905,8.250147415000008
66.601061388,8.250147415000008
68.451090871,8.250147415000008
70.301120354,8.250147415000008
72.151149837,8.250147415000008
74.00117932,8.250147415
75.851208803,8.250147415
77.701238286,8.250147415
79.551267769,8.250147415
81.401297252,8.250147415
83.251326735,8.250147415
85.101356218,8.250147415
86.951385701,8.250147415
88.801415184,8.250147415
90.651444667,8.250147415
92.50147415,8.250147415
94.351503633,8.250147414999986
96.201533116,8.250147414999986
98.051562599,8.250147414999986
99.901592082,8.250147414999986
